filename,mfcc_0,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,mfcc_14,mfcc_15
c9.wav,-293.4450988769531,145.725341796875,9.397733688354492,36.31266403198242,7.995706081390381,12.198932647705078,7.560654640197754,2.991957426071167,6.009891986846924,-0.8122908473014832,4.327672481536865,6.076095104217529,2.336987018585205,5.482889652252197,0.8475601673126221,9.839286804199219
c8.wav,-280.742431640625,152.3275604248047,8.588953018188477,34.69541549682617,5.8564629554748535,9.49360179901123,-1.159132957458496,-2.087167263031006,5.231331825256348,-6.74998664855957,4.2192840576171875,6.247084140777588,-1.489749550819397,6.151703357696533,3.554373264312744,13.150533676147461
c3.wav,-257.3087158203125,171.98960876464844,-3.1177008152008057,15.933012962341309,3.5499978065490723,8.380470275878906,2.2654154300689697,1.7793267965316772,-0.42090436816215515,-5.724950313568115,9.445353507995605,12.093985557556152,-9.59117603302002,3.785365581512451,6.6009907722473145,4.31889009475708
c10.wav,-291.5302429199219,163.31826782226562,3.86253023147583,18.507062911987305,3.762096405029297,9.757525444030762,8.065499305725098,3.1795997619628906,3.075289011001587,-5.078746318817139,5.362462997436523,10.765926361083984,-2.1462974548339844,4.356593608856201,7.4510650634765625,8.8177490234375
c2.wav,-263.8451232910156,173.9049530029297,0.4446633756160736,16.338632583618164,-0.7565387487411499,9.144811630249023,4.933713912963867,-0.8823372721672058,5.526586532592773,-8.236038208007812,1.682689905166626,17.561546325683594,-6.865376949310303,1.9283491373062134,7.045228481292725,5.4429850578308105
c1.wav,-281.73992919921875,168.69651794433594,-0.48259714245796204,25.348066329956055,4.466013431549072,8.848007202148438,2.3881046772003174,-2.0529236793518066,3.8864710330963135,-2.93705677986145,5.424384593963623,14.249975204467773,-2.265986442565918,2.380866050720215,6.563865661621094,6.4961113929748535
c5.wav,-292.0785217285156,161.3888397216797,5.905073642730713,24.80208396911621,5.520786762237549,15.857076644897461,3.5037529468536377,-2.9890079498291016,3.1052606105804443,3.380068778991699,7.012231826782227,11.896828651428223,-2.2003238201141357,2.193319797515869,8.9922456741333,12.098567962646484
c4.wav,-289.00360107421875,160.94093322753906,10.616406440734863,22.66716194152832,-0.30066147446632385,18.695579528808594,1.1018849611282349,-2.594397783279419,5.193180084228516,-11.968534469604492,7.737080097198486,16.849872589111328,-9.419748306274414,2.2888803482055664,15.793802261352539,10.254253387451172
c6.wav,-294.0877380371094,146.94854736328125,11.409112930297852,26.65981674194336,4.240461826324463,7.445065021514893,8.877197265625,5.7258172035217285,9.308568954467773,-2.474817991256714,1.818619728088379,9.831334114074707,-0.7559775114059448,7.100693225860596,-1.2309828996658325,9.66636848449707
c7.wav,-271.7317810058594,155.719970703125,7.7603440284729,26.8691349029541,6.244242191314697,22.150373458862305,0.8839030265808105,-2.310300350189209,1.9891636371612549,-7.171097755432129,5.450368881225586,14.028768539428711,-5.611942291259766,0.5074229836463928,14.6561279296875,10.627806663513184
