filename,mfcc_0,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,mfcc_14,mfcc_15,mfcc_16,mfcc_17,mfcc_18,mfcc_19,mfcc_20,mfcc_21,mfcc_22,mfcc_23,mfcc_24,mfcc_25,mfcc_26,mfcc_27,mfcc_28,mfcc_29,mfcc_30,mfcc_31,mfcc_32,mfcc_33,mfcc_34,mfcc_35,mfcc_36,mfcc_37,mfcc_38,mfcc_39,mfcc_40,mfcc_41,mfcc_42,mfcc_43,mfcc_44,mfcc_45,mfcc_46,mfcc_47,mfcc_48,mfcc_49
c9.wav,-293.4450988769531,145.725341796875,9.397733688354492,36.31266403198242,7.995706081390381,12.198932647705078,7.560654640197754,2.991957426071167,6.009891986846924,-0.8122908473014832,4.327672481536865,6.076095104217529,2.336987018585205,5.482889652252197,0.8475601673126221,9.839286804199219,12.326642036437988,7.4611921310424805,0.7496380805969238,5.755121231079102,-3.004664659500122,-1.8472176790237427,-2.7765238285064697,1.290629267692566,-0.10614776611328125,2.27713942527771,-0.5108098387718201,3.47148060798645,3.280925750732422,-2.1279473304748535,1.9360723495483398,2.5687007904052734,-2.7773590087890625,-3.247300386428833,0.9015084505081177,-2.12431001663208,-1.5758793354034424,-2.3630189895629883,-1.6511305570602417,-1.835457682609558,-1.4241642951965332,-2.078306198120117,0.3256247341632843,-1.3451400995254517,-2.1354384422302246,-2.4134795665740967,-2.9051673412323,-3.15105938911438,-1.0467559099197388,-0.7833267450332642
c8.wav,-280.742431640625,152.3275604248047,8.588953018188477,34.69541549682617,5.8564629554748535,9.49360179901123,-1.159132957458496,-2.087167263031006,5.231331825256348,-6.74998664855957,4.2192840576171875,6.247084140777588,-1.489749550819397,6.151703357696533,3.554373264312744,13.150533676147461,15.502552032470703,1.4075669050216675,3.9807310104370117,11.645071029663086,-8.602470397949219,5.50775146484375,-1.9409927129745483,-3.8647713661193848,2.860569477081299,2.353855609893799,-2.378284454345703,5.845600605010986,4.895187854766846,1.8422178030014038,3.7797582149505615,1.4507867097854614,-3.2474446296691895,-0.4080227315425873,2.687847375869751,-0.1746298223733902,0.5547128915786743,-0.24558934569358826,-1.9273039102554321,-3.3145203590393066,0.0796399787068367,-0.7281743884086609,-0.5742687582969666,-1.0389958620071411,-0.8291828036308289,-2.08323073387146,-0.5832411646842957,-1.4130001068115234,-0.5404003858566284,-2.897502899169922
c3.wav,-257.3087158203125,171.98960876464844,-3.1177008152008057,15.933012962341309,3.5499978065490723,8.380470275878906,2.2654154300689697,1.7793267965316772,-0.42090436816215515,-5.724950313568115,9.445353507995605,12.093985557556152,-9.59117603302002,3.785365581512451,6.6009907722473145,4.31889009475708,12.000910758972168,12.737627029418945,3.4095122814178467,5.308554649353027,-5.687963962554932,0.5946292281150818,-2.1639797687530518,-3.182644844055176,0.9278301000595093,-0.8610366582870483,-2.4846763610839844,5.354858875274658,1.6350438594818115,-2.4813084602355957,3.6811299324035645,2.9653146266937256,-1.5460768938064575,-1.7464302778244019,1.5151828527450562,-1.4181616306304932,-0.3005583584308624,-1.5013827085494995,-2.0667474269866943,-4.694202899932861,-0.8157333135604858,-1.5221952199935913,-2.249354839324951,1.2417142391204834,-1.5195854902267456,-2.715308904647827,-1.0720868110656738,-3.1079201698303223,-1.5079779624938965,-3.496500015258789
c10.wav,-291.5302429199219,163.31826782226562,3.86253023147583,18.507062911987305,3.762096405029297,9.757525444030762,8.065499305725098,3.1795997619628906,3.075289011001587,-5.078746318817139,5.362462997436523,10.765926361083984,-2.1462974548339844,4.356593608856201,7.4510650634765625,8.8177490234375,10.758495330810547,13.963277816772461,1.0349836349487305,4.657188892364502,-0.41463983058929443,-0.8625621795654297,-1.8577003479003906,-0.47327858209609985,-2.2800753116607666,1.1614207029342651,0.39071422815322876,1.2576154470443726,2.7188968658447266,2.9445369243621826,0.4606011211872101,3.328359603881836,0.4231003522872925,-3.3248865604400635,0.8945178389549255,1.3289700746536255,0.7459492683410645,-2.9221065044403076,1.3223447799682617,-2.652804374694824,-2.1357686519622803,1.6010606288909912,0.8929286003112793,-0.8334337472915649,0.7839760184288025,-3.13850736618042,-1.6513923406600952,-1.453624963760376,-0.33831995725631714,-2.158872365951538
c2.wav,-263.8451232910156,173.9049530029297,0.4446633756160736,16.338632583618164,-0.7565387487411499,9.144811630249023,4.933713912963867,-0.8823372721672058,5.526586532592773,-8.236038208007812,1.682689905166626,17.561546325683594,-6.865376949310303,1.9283491373062134,7.045228481292725,5.4429850578308105,9.970032691955566,12.837077140808105,4.194920539855957,2.7023048400878906,-1.671737790107727,-0.2915876507759094,-3.686075448989868,-1.8651392459869385,0.6738091111183167,-0.7260390520095825,-2.660771608352661,4.29605770111084,1.388895869255066,0.28746744990348816,2.018078327178955,0.5350731611251831,-2.4099864959716797,-2.3635153770446777,-0.29457318782806396,-1.8923661708831787,1.2307511568069458,-2.646679401397705,0.3317963480949402,-1.1224702596664429,-2.936716079711914,-0.6925861239433289,-0.4365729093551636,-1.94797945022583,-0.3084174692630768,-2.0496253967285156,-2.080087661743164,-2.5610973834991455,-2.3031604290008545,-2.5400052070617676
c1.wav,-281.73992919921875,168.69651794433594,-0.48259714245796204,25.348066329956055,4.466013431549072,8.848007202148438,2.3881046772003174,-2.0529236793518066,3.8864710330963135,-2.93705677986145,5.424384593963623,14.249975204467773,-2.265986442565918,2.380866050720215,6.563865661621094,6.4961113929748535,7.877572059631348,10.969751358032227,6.843487739562988,3.8487391471862793,-1.0904293060302734,3.907792806625366,-4.029127597808838,-2.6485328674316406,3.259307622909546,-2.3938324451446533,-2.7256929874420166,3.6147336959838867,2.3615946769714355,-0.36557602882385254,2.2991116046905518,3.444185495376587,1.2890623807907104,0.5448036789894104,1.4572689533233643,0.01783599890768528,0.594301164150238,-1.340388536453247,-1.0859512090682983,-3.687838315963745,-0.03182855620980263,0.12037377804517746,-1.8991841077804565,-0.15345102548599243,-1.2089881896972656,-2.424422025680542,-1.4554839134216309,-2.1163673400878906,-0.4863368570804596,-1.1983585357666016
c5.wav,-292.0785217285156,161.3888397216797,5.905073642730713,24.80208396911621,5.520786762237549,15.857076644897461,3.5037529468536377,-2.9890079498291016,3.1052606105804443,3.380068778991699,7.012231826782227,11.896828651428223,-2.2003238201141357,2.193319797515869,8.9922456741333,12.098567962646484,4.9514641761779785,7.862917900085449,5.313063621520996,3.646519422531128,-4.483284950256348,5.901611804962158,0.20387718081474304,-5.437798500061035,2.5463945865631104,0.4879801571369171,-1.60146164894104,2.474843978881836,2.498492479324341,-2.1901800632476807,1.1284153461456299,3.8205959796905518,0.7729527950286865,0.859121561050415,-0.8441534042358398,-3.0054593086242676,-2.5287728309631348,-4.284128665924072,-2.330998659133911,-1.388742208480835,-1.5493179559707642,0.12151975929737091,-0.3453042209148407,-2.804250717163086,-1.2409937381744385,-0.981115460395813,-0.5774084329605103,-2.663027048110962,-1.3301833868026733,-2.9202768802642822
c4.wav,-289.00360107421875,160.94093322753906,10.616406440734863,22.66716194152832,-0.30066147446632385,18.695579528808594,1.1018849611282349,-2.594397783279419,5.193180084228516,-11.968534469604492,7.737080097198486,16.849872589111328,-9.419748306274414,2.2888803482055664,15.793802261352539,10.254253387451172,6.6731414794921875,8.753377914428711,3.7748212814331055,2.7978076934814453,-5.203860759735107,3.6971373558044434,-3.230182409286499,1.0471452474594116,2.8569443225860596,-1.002270221710205,0.6047014594078064,3.159295082092285,3.7500555515289307,1.1027485132217407,0.9178601503372192,-0.8618518710136414,0.09046526253223419,-0.3772525489330292,2.1394920349121094,-1.85994291305542,0.8138439059257507,-0.5409377813339233,-3.084794282913208,-0.8286798000335693,-1.9184497594833374,-2.0442726612091064,-1.3878101110458374,-3.1614267826080322,-1.674843668937683,-1.2964353561401367,0.3361798822879791,0.07838913053274155,-1.3330965042114258,-2.352327585220337
c6.wav,-294.0877380371094,146.94854736328125,11.409112930297852,26.65981674194336,4.240461826324463,7.445065021514893,8.877197265625,5.7258172035217285,9.308568954467773,-2.474817991256714,1.818619728088379,9.831334114074707,-0.7559775114059448,7.100693225860596,-1.2309828996658325,9.66636848449707,10.516880989074707,8.780328750610352,3.5292298793792725,5.521439552307129,-0.651833713054657,1.2347615957260132,-4.745046138763428,1.5518431663513184,-0.9571064114570618,-0.3853810727596283,0.07224675267934799,3.588179588317871,2.8820934295654297,-0.7499874234199524,2.1468780040740967,1.1667389869689941,-1.0663167238235474,-3.275777816772461,1.5656484365463257,-0.4062468111515045,2.431203842163086,-2.4841978549957275,-2.5767242908477783,-1.832316517829895,-4.752470970153809,-1.280320405960083,0.4438987374305725,-0.9682595133781433,-0.8418120741844177,-2.359299898147583,-3.356837034225464,-2.402296543121338,-1.8709765672683716,-2.77249813079834
c7.wav,-271.7317810058594,155.719970703125,7.7603440284729,26.8691349029541,6.244242191314697,22.150373458862305,0.8839030265808105,-2.310300350189209,1.9891636371612549,-7.171097755432129,5.450368881225586,14.028768539428711,-5.611942291259766,0.5074229836463928,14.6561279296875,10.627806663513184,5.222895622253418,5.257172584533691,5.6940531730651855,1.8255221843719482,-3.722454071044922,0.5617061853408813,-5.603409767150879,-0.9594703316688538,1.5303232669830322,-0.6162288784980774,-1.3887133598327637,3.7709429264068604,2.3033573627471924,-0.667471170425415,2.511441707611084,1.1942368745803833,-2.9197163581848145,-1.2843149900436401,-0.03286735713481903,-2.458340644836426,0.20633040368556976,-2.287867546081543,-4.689344882965088,-0.6120144128799438,-0.567838728427887,0.4009232819080353,0.7786098122596741,-2.15229868888855,-2.871119260787964,-3.5165762901306152,-0.7476014494895935,-2.6336076259613037,-2.4730026721954346,-1.901853084564209
